Age,Income,LoanAmount,LoanTerm,CreditScore,EmploymentYears,ExistingLoans,Dependents,Education,SelfEmployed,PropertyArea,MaritalStatus,DebtToIncomeRatio,Loan_Approved
59,53646.0,67575.0,36,620.0,4.4,1,,Graduate,No,Rural,Single,0.42,1
29,82955.0,80822.0,84,596.0,1.0,0,1.0,Graduate,No,Semiurban,Married,0.139,1
42,68878.0,53194.0,24,643.0,6.6,1,4.0,Not Graduate,No,Urban,Married,0.386,1
24,59838.0,291711.0,120,636.0,1.0,0,1.0,Graduate,No,Semiurban,Married,0.488,1
46,25826.0,189296.0,180,555.0,0.6,0,2.0,Not Graduate,No,Rural,Single,0.489,0
49,90675.0,235159.0,360,894.0,4.0,1,1.0,Not Graduate,No,Rural,Single,0.086,0
54,41324.0,194989.0,120,723.0,6.2,0,0.0,Graduate,No,Semiurban,Single,0.472,0
43,75543.0,154898.0,36,672.0,0.3,4,1.0,Graduate,No,Semiurban,Single,0.683,0
57,47842.0,155980.0,84,658.0,0.4,3,1.0,Not Graduate,No,Rural,Married,0.466,0
31,73425.0,118199.0,60,758.0,8.1,1,1.0,Not Graduate,Yes,Rural,Married,0.322,1
26,83751.0,124737.0,84,837.0,8.3,2,1.0,Graduate,No,Semiurban,Married,0.213,1
38,69259.0,37352.0,240,712.0,1.4,0,0.0,Graduate,No,Rural,Married,0.027,1
41,71629.0,236546.0,240,661.0,4.8,1,1.0,Graduate,No,Semiurban,Married,0.165,1
56,52834.0,20000.0,120,783.0,2.9,1,,Not Graduate,Yes,Urban,Married,0.038,0
58,45453.0,65311.0,12,663.0,5.0,0,1.0,Not Graduate,No,Urban,Single,1.437,0
54,58043.0,310963.0,240,689.0,9.9,2,1.0,Not Graduate,No,Rural,Married,0.268,1
37,47522.0,160894.0,240,740.0,0.4,2,0.0,Not Graduate,No,Urban,Married,0.169,0
57,109278.0,164217.0,24,615.0,7.5,0,0.0,Graduate,No,Semiurban,Married,0.751,1
45,33168.0,200987.0,60,463.0,3.4,2,0.0,Graduate,No,Rural,Married,1.212,0
58,77046.0,26773.0,24,611.0,4.2,0,1.0,Graduate,Yes,Urban,Single,0.174,0
32,66378.0,38497.0,60,720.0,,2,1.0,Graduate,No,Rural,Single,0.116,0
43,60057.0,114408.0,180,713.0,12.8,1,3.0,Graduate,No,Rural,Married,0.127,1
42,87557.0,77731.0,360,771.0,0.3,1,0.0,Not Graduate,No,Rural,Married,0.03,1
41,61564.0,144004.0,240,614.0,0.1,1,0.0,Not Graduate,No,Urban,Married,0.117,1
47,41032.0,188844.0,360,792.0,1.0,4,1.0,Graduate,No,Urban,Married,0.153,0
51,61418.0,261133.0,240,667.0,,1,1.0,Graduate,No,Rural,Married,0.213,1
26,50970.0,214887.0,24,704.0,6.3,1,1.0,Graduate,No,Urban,Single,2.108,1
47,66072.0,70458.0,180,731.0,4.8,0,3.0,Graduate,No,Semiurban,Married,0.071,1
54,72888.0,120003.0,24,526.0,0.2,3,3.0,Graduate,No,Semiurban,Married,0.823,0
32,36100.0,98244.0,24,560.0,10.6,2,0.0,Graduate,No,Urban,Single,1.361,0
27,81297.0,68675.0,60,557.0,8.4,2,4.0,Not Graduate,No,Rural,Married,0.169,0
30,49392.0,50466.0,12,746.0,5.5,0,0.0,Graduate,Yes,Semiurban,Married,1.022,1
37,64760.0,283145.0,84,623.0,2.1,1,2.0,Not Graduate,No,Urban,Single,0.625,0
46,68575.0,150851.0,120,832.0,0.4,0,2.0,Graduate,No,Urban,Married,0.22,1
41,63083.0,132062.0,360,650.0,4.3,0,2.0,Graduate,No,Urban,Single,0.07,1
48,52600.0,188741.0,240,518.0,6.4,1,0.0,Graduate,Yes,Urban,Single,0.179,1
22,44251.0,192700.0,24,589.0,0.5,1,0.0,Not Graduate,No,Semiurban,Single,2.177,0
21,49082.0,239506.0,12,661.0,5.0,1,,Not Graduate,No,Urban,Single,3.0,0
56,89434.0,90507.0,24,696.0,1.7,2,0.0,Graduate,No,Urban,Single,0.506,1
46,35951.0,182218.0,180,561.0,7.2,2,0.0,Not Graduate,No,Rural,Single,0.338,0
49,39177.0,77106.0,60,701.0,3.9,2,1.0,Graduate,No,Semiurban,Single,0.394,0
41,38211.0,134787.0,84,725.0,0.7,2,1.0,Graduate,Yes,Urban,Single,0.504,1
31,57987.0,154539.0,180,592.0,3.7,1,2.0,Not Graduate,No,Rural,Single,0.178,0
31,21456.0,162359.0,36,827.0,2.5,0,0.0,Not Graduate,No,Urban,Single,2.522,0
56,25222.0,158826.0,24,602.0,1.0,0,3.0,Graduate,Yes,Rural,Married,3.0,0
59,49259.0,214146.0,180,560.0,9.2,4,0.0,Graduate,No,Semiurban,Single,0.29,0
55,26669.0,102241.0,84,512.0,0.1,3,3.0,Graduate,No,Rural,Married,0.548,0
54,28462.0,164534.0,12,760.0,1.9,6,1.0,Graduate,Yes,Rural,Married,3.0,0
44,26834.0,89288.0,12,652.0,0.1,1,1.0,Not Graduate,No,Semiurban,Married,3.0,0
42,36375.0,383660.0,360,607.0,,1,3.0,Graduate,Yes,Rural,Single,0.352,0
25,71087.0,76971.0,84,517.0,1.8,2,0.0,Graduate,No,Rural,Married,0.155,0
53,76026.0,93948.0,12,615.0,0.3,0,0.0,Graduate,No,Urban,Single,1.236,1
56,97218.0,220612.0,180,864.0,4.5,2,1.0,Not Graduate,No,Semiurban,Married,0.151,1
40,96412.0,115643.0,360,457.0,0.5,0,0.0,Not Graduate,No,Rural,Married,0.04,0
39,72299.0,220644.0,12,593.0,6.0,1,1.0,Not Graduate,Yes,Semiurban,Married,3.0,0
55,77609.0,162242.0,60,811.0,0.3,1,0.0,Graduate,Yes,Rural,Single,0.418,1
37,57884.0,117745.0,36,762.0,0.3,1,3.0,Not Graduate,Yes,Semiurban,Single,0.678,1
54,66437.0,89780.0,84,599.0,1.8,0,2.0,Graduate,No,Semiurban,Married,0.193,0
29,97759.0,86893.0,180,668.0,11.3,1,0.0,Graduate,No,Urban,Married,0.059,1
46,63167.0,118614.0,240,692.0,5.1,0,3.0,Not Graduate,No,Urban,Single,0.094,1
22,80371.0,136048.0,24,662.0,7.4,0,0.0,Graduate,No,Semiurban,Married,0.846,1
29,34444.0,83450.0,180,811.0,0.8,0,0.0,Graduate,No,Semiurban,Married,0.162,1
29,40343.0,141261.0,12,681.0,9.0,0,1.0,Graduate,No,Semiurban,Married,3.0,0
37,61866.0,62471.0,180,752.0,0.0,0,2.0,Graduate,No,Semiurban,Single,0.067,1
21,58298.0,210472.0,240,666.0,1.2,2,1.0,Graduate,No,Semiurban,Married,0.181,0
45,41361.0,225789.0,24,467.0,,1,2.0,Not Graduate,Yes,Rural,Married,2.729,0
45,107962.0,93654.0,360,543.0,2.4,1,0.0,Graduate,No,Urban,Single,0.029,1
59,58797.0,89186.0,12,561.0,20.7,1,4.0,Graduate,No,Semiurban,Single,1.517,0
55,45260.0,164233.0,120,628.0,0.2,2,2.0,Not Graduate,No,Urban,Married,0.363,0
23,58336.0,251229.0,12,837.0,32.8,1,0.0,Not Graduate,No,Semiurban,Married,3.0,0
57,55559.0,268933.0,36,683.0,4.9,2,2.0,Graduate,No,Urban,Married,1.613,1
50,59132.0,37781.0,120,640.0,4.1,1,1.0,Graduate,Yes,Semiurban,Married,0.064,1
58,19938.0,230504.0,36,761.0,0.3,1,0.0,Graduate,No,Urban,Married,3.0,0
54,83423.0,145076.0,240,519.0,1.6,2,0.0,Graduate,No,Urban,Married,0.087,0
32,84674.0,146625.0,84,606.0,12.9,2,0.0,Graduate,Yes,Semiurban,Married,0.247,0
39,87347.0,190377.0,24,593.0,2.2,1,3.0,Graduate,No,Rural,Single,1.09,0
57,62159.0,111523.0,60,686.0,5.4,1,1.0,Graduate,No,Urban,Single,0.359,0
37,69575.0,237736.0,360,731.0,35.0,0,0.0,Graduate,No,Semiurban,Married,0.114,1
30,35943.0,263917.0,60,692.0,1.5,2,0.0,Graduate,No,Semiurban,Married,1.469,0
32,73324.0,266903.0,240,694.0,4.3,0,1.0,Graduate,No,Urban,Married,0.182,0
36,60539.0,20000.0,84,618.0,6.0,2,1.0,Graduate,No,Urban,Married,0.047,0
44,44871.0,131627.0,12,679.0,0.9,0,2.0,Graduate,No,Urban,Married,2.933,0
39,74024.0,20000.0,180,574.0,0.8,4,4.0,Graduate,No,Rural,Single,0.018,0
28,74876.0,88778.0,36,711.0,3.0,0,1.0,Graduate,No,Urban,Single,0.395,0
51,56333.0,20000.0,240,605.0,2.4,3,1.0,Graduate,Yes,Urban,Married,0.018,1
41,64644.0,186021.0,36,549.0,6.3,2,1.0,Not Graduate,Yes,Urban,Single,0.959,0
37,32302.0,167545.0,12,653.0,0.4,2,3.0,Graduate,Yes,Semiurban,Married,3.0,0
43,82350.0,115392.0,84,478.0,17.9,2,0.0,Graduate,No,Semiurban,Married,0.2,1
57,35226.0,86708.0,24,783.0,0.1,3,0.0,Graduate,No,Semiurban,Married,1.231,0
36,39481.0,175123.0,60,722.0,4.6,1,2.0,Graduate,No,Semiurban,Single,0.887,0
26,56371.0,69086.0,12,680.0,4.1,0,0.0,Graduate,No,Semiurban,Single,1.226,0
28,79519.0,63643.0,360,504.0,0.7,0,0.0,Graduate,Yes,Urban,Single,0.027,1
45,79507.0,53807.0,120,587.0,0.8,0,2.0,Graduate,Yes,Semiurban,Married,0.068,1
38,54894.0,133693.0,240,654.0,7.9,3,0.0,Graduate,Yes,Semiurban,Single,0.122,0
45,72006.0,103415.0,60,626.0,10.9,1,0.0,Not Graduate,No,Semiurban,Single,0.287,1
32,17841.0,119261.0,360,498.0,1.7,0,1.0,Graduate,Yes,Rural,Married,0.223,0
35,39175.0,191745.0,24,532.0,2.9,3,1.0,Graduate,No,Semiurban,Married,2.447,0
46,39623.0,227064.0,360,625.0,2.2,1,0.0,Graduate,No,Urban,Single,0.191,0
46,82549.0,266038.0,84,535.0,0.4,1,4.0,Not Graduate,No,Urban,Single,0.46,1
52,69402.0,154811.0,120,773.0,5.6,4,0.0,Not Graduate,No,Semiurban,Married,0.223,0
30,59062.0,177807.0,36,695.0,8.7,1,2.0,Graduate,No,Semiurban,Married,1.004,1
36,61198.0,165108.0,60,578.0,1.8,0,0.0,Graduate,Yes,Urban,Married,0.54,0
27,89503.0,20000.0,120,755.0,23.1,2,1.0,Graduate,No,Rural,Single,0.022,1
37,51256.0,120424.0,180,737.0,0.4,0,0.0,Graduate,Yes,Semiurban,Single,0.157,1
43,26091.0,120792.0,12,676.0,5.4,0,0.0,Graduate,Yes,Urban,Married,3.0,0
46,78918.0,109135.0,180,646.0,3.0,0,0.0,Graduate,No,Semiurban,Married,0.092,0
41,59000.0,146725.0,12,623.0,3.0,0,1.0,Not Graduate,No,Urban,Single,2.487,0
42,75981.0,132442.0,84,601.0,3.1,0,1.0,Graduate,No,Semiurban,Married,0.249,1
27,54015.0,71094.0,120,530.0,1.5,2,0.0,Not Graduate,Yes,Semiurban,Single,0.132,1
34,36549.0,137918.0,24,788.0,6.3,1,4.0,Graduate,No,Urban,Married,1.887,0
35,63862.0,98876.0,360,603.0,6.4,2,0.0,Graduate,No,Rural,Married,0.052,1
27,55224.0,20000.0,120,653.0,1.7,2,1.0,Graduate,No,Rural,Married,0.036,0
29,59069.0,38234.0,180,568.0,9.0,1,0.0,Graduate,No,Urban,Married,0.043,0
28,90565.0,157113.0,240,627.0,1.9,0,1.0,Graduate,No,Urban,Single,0.087,1
43,30829.0,237351.0,12,900.0,6.5,0,2.0,Graduate,No,Urban,Single,3.0,0
49,61290.0,20000.0,240,585.0,0.6,2,1.0,Not Graduate,No,Rural,Single,0.016,0
38,36982.0,80369.0,60,780.0,0.9,2,0.0,Graduate,Yes,Urban,Married,0.435,0
51,15000.0,184516.0,240,647.0,1.9,1,0.0,Graduate,No,Semiurban,Married,0.615,0
50,53923.0,220256.0,120,711.0,4.5,2,2.0,Graduate,,Urban,Married,0.408,1
59,55683.0,116391.0,360,762.0,5.2,1,0.0,Not Graduate,No,Urban,Single,0.07,1
55,68717.0,95377.0,60,675.0,,0,,Graduate,No,Rural,Married,0.278,0
38,50214.0,247577.0,24,618.0,,0,0.0,Graduate,Yes,Rural,Single,2.465,0
59,22242.0,213687.0,24,633.0,2.3,1,0.0,Graduate,No,Semiurban,Single,3.0,1
37,36907.0,218689.0,84,636.0,5.8,2,0.0,Graduate,Yes,Semiurban,Married,0.846,0
34,83973.0,112555.0,360,818.0,5.6,4,3.0,Not Graduate,No,Semiurban,Single,0.045,0
51,36594.0,239096.0,36,516.0,0.9,4,2.0,Graduate,No,Urban,Single,2.178,0
44,89831.0,20000.0,240,491.0,0.0,0,1.0,Graduate,Yes,Urban,Single,0.011,0
55,78100.0,240498.0,60,497.0,7.0,1,0.0,Graduate,No,Semiurban,Single,0.616,1
54,48009.0,144677.0,120,570.0,0.6,0,1.0,Graduate,No,Rural,Single,0.301,0
23,38960.0,160315.0,120,713.0,0.4,1,1.0,Graduate,Yes,Rural,Married,0.411,0
57,78054.0,74380.0,36,719.0,0.0,0,1.0,Graduate,No,Urban,Married,0.318,1
46,49700.0,20000.0,84,595.0,2.8,3,0.0,Graduate,No,Urban,Married,0.057,0
43,20996.0,158616.0,36,647.0,3.5,1,4.0,Graduate,Yes,Urban,Married,2.518,0
59,67371.0,194112.0,12,550.0,5.1,1,1.0,Graduate,Yes,Rural,Single,2.881,0
35,64180.0,206215.0,180,558.0,1.8,1,3.0,Graduate,No,Rural,Married,0.214,0
24,80030.0,197582.0,60,702.0,6.2,1,0.0,Graduate,No,Urban,Married,0.494,0
49,62691.0,179453.0,180,744.0,0.9,0,0.0,Not Graduate,No,Semiurban,Married,0.191,1
42,42919.0,76097.0,36,607.0,8.9,1,0.0,Not Graduate,No,Semiurban,Single,0.591,1
45,82933.0,211398.0,84,797.0,4.2,1,2.0,Graduate,No,Urban,Single,0.364,1
33,85074.0,67150.0,84,737.0,4.4,1,0.0,Graduate,No,Semiurban,Married,0.113,1
38,60131.0,238565.0,24,793.0,1.2,0,3.0,Graduate,No,Semiurban,Single,1.984,0
53,56327.0,143281.0,24,623.0,0.4,2,3.0,Not Graduate,Yes,Urban,Married,1.272,0
36,25888.0,145943.0,60,787.0,3.1,0,2.0,Not Graduate,No,Semiurban,Single,1.127,0
22,41634.0,219274.0,60,846.0,4.8,1,2.0,Graduate,No,Urban,Single,1.053,0
55,71737.0,230117.0,60,613.0,,1,2.0,Graduate,Yes,Semiurban,Single,0.642,0
54,42740.0,211651.0,120,636.0,15.0,0,2.0,Graduate,No,Rural,Single,0.495,0
50,22950.0,84363.0,24,565.0,19.7,0,1.0,Graduate,Yes,Semiurban,Married,1.838,1
33,131909.0,211014.0,120,547.0,3.9,3,2.0,Graduate,No,Urban,Married,0.16,1
33,22805.0,84817.0,180,548.0,15.0,3,3.0,Graduate,No,Urban,Married,0.248,0
38,104649.0,213032.0,36,577.0,1.0,1,,Not Graduate,Yes,Semiurban,Married,0.679,0
52,48237.0,35987.0,240,675.0,0.1,1,4.0,Graduate,Yes,Urban,Married,0.037,0
52,53140.0,142506.0,24,581.0,0.2,2,0.0,Graduate,No,Semiurban,Married,1.341,0
55,40210.0,84329.0,240,672.0,4.4,0,0.0,Graduate,No,Urban,Married,0.105,1
59,72222.0,219595.0,84,674.0,0.3,1,0.0,Graduate,No,Rural,Married,0.434,0
49,23325.0,239213.0,24,608.0,15.9,0,0.0,Not Graduate,No,Rural,Married,3.0,0
49,15000.0,165920.0,180,644.0,0.8,1,3.0,Graduate,No,Rural,Single,0.737,0
36,90424.0,163289.0,24,602.0,1.8,1,3.0,Graduate,No,Urban,Married,0.903,0
30,37313.0,206334.0,120,622.0,8.6,0,,Graduate,No,Semiurban,Single,0.553,1
50,71414.0,239689.0,36,577.0,1.2,0,4.0,Graduate,No,Urban,Married,1.119,0
45,31120.0,152985.0,360,658.0,1.4,1,0.0,Graduate,No,Rural,Married,0.164,1
59,70585.0,110026.0,36,596.0,5.1,1,0.0,Not Graduate,No,Urban,Married,0.52,0
40,92038.0,201781.0,36,545.0,1.6,2,1.0,Graduate,No,Rural,Married,0.731,0
25,43403.0,20000.0,84,703.0,1.2,1,3.0,Graduate,No,Semiurban,Married,0.066,1
21,15000.0,222772.0,180,706.0,1.5,2,0.0,Not Graduate,No,Rural,Single,0.99,0
50,92153.0,93185.0,240,750.0,3.4,2,4.0,Graduate,No,Semiurban,Married,0.051,1
23,75377.0,130782.0,180,558.0,16.9,0,2.0,Graduate,No,Urban,Married,0.116,0
34,44581.0,223284.0,360,607.0,8.9,5,4.0,Graduate,No,Rural,Married,0.167,0
50,50205.0,116759.0,84,671.0,1.7,2,1.0,Graduate,No,Urban,Single,0.332,0
24,30566.0,201793.0,36,605.0,,1,1.0,Not Graduate,Yes,Rural,Married,2.201,0
38,86246.0,241113.0,120,701.0,3.1,2,2.0,Graduate,No,Rural,Single,0.28,0
57,43236.0,158803.0,84,695.0,19.3,0,2.0,Graduate,No,Rural,Married,0.525,1
45,23788.0,174916.0,60,693.0,0.9,2,0.0,Graduate,No,Urban,Married,1.471,0
21,59700.0,140445.0,24,781.0,,1,3.0,Graduate,No,Urban,Married,1.176,1
35,36080.0,159248.0,180,708.0,6.5,0,3.0,Graduate,No,Rural,Single,0.294,0
29,32340.0,60688.0,84,664.0,16.6,2,0.0,Graduate,No,Rural,Single,0.268,0
35,45538.0,126501.0,60,633.0,0.8,1,0.0,Not Graduate,Yes,Urban,Married,0.556,0
44,56900.0,46944.0,240,639.0,1.3,1,1.0,Graduate,Yes,Urban,Married,0.041,1
24,24616.0,78099.0,360,554.0,1.3,1,1.0,Graduate,No,Urban,Married,0.106,0
32,85473.0,20000.0,360,491.0,0.1,2,2.0,Graduate,No,Rural,Married,0.008,0
57,69898.0,171114.0,36,692.0,,2,0.0,Graduate,Yes,Rural,Married,0.816,0
57,46962.0,285328.0,36,760.0,5.6,2,2.0,Graduate,No,Urban,Single,2.025,0
26,35126.0,113512.0,84,620.0,4.6,2,2.0,Graduate,No,Urban,Single,0.462,0
59,53037.0,227211.0,84,793.0,0.4,1,0.0,Graduate,Yes,Semiurban,Married,0.612,0
44,74788.0,240055.0,24,634.0,0.4,0,1.0,Graduate,No,Urban,Single,1.605,0
31,71381.0,54069.0,12,474.0,1.2,3,0.0,Graduate,No,Rural,Single,0.757,0
33,78287.0,71296.0,240,733.0,1.7,1,0.0,Graduate,No,Semiurban,Married,0.046,1
54,44432.0,229264.0,36,607.0,7.7,0,1.0,Graduate,Yes,Semiurban,Married,1.72,0
45,15000.0,142613.0,12,741.0,0.9,1,4.0,Not Graduate,No,Rural,Single,3.0,0
27,82452.0,46737.0,12,535.0,0.2,0,0.0,Graduate,No,Semiurban,Married,0.567,1
24,51322.0,99051.0,24,687.0,2.5,0,1.0,Not Graduate,No,Urban,Married,0.965,1
28,69656.0,183573.0,120,578.0,2.7,2,0.0,Graduate,No,Rural,Single,0.264,0
40,91723.0,86485.0,120,668.0,3.0,0,,Not Graduate,No,Urban,Married,0.094,1
49,108557.0,20000.0,36,719.0,8.8,3,1.0,Graduate,,Rural,Single,0.061,1
30,40704.0,124239.0,60,698.0,0.5,2,2.0,Graduate,No,Urban,Married,0.61,0
54,57947.0,130721.0,24,656.0,,3,,Not Graduate,Yes,Rural,Married,1.128,0
46,85070.0,150738.0,24,526.0,2.1,0,4.0,Graduate,No,Urban,Married,0.886,1
23,36426.0,250711.0,180,716.0,1.9,0,0.0,Graduate,Yes,Urban,Married,0.459,1
26,42194.0,154282.0,12,743.0,13.5,1,3.0,Not Graduate,Yes,Urban,Married,3.0,0
25,42063.0,169435.0,180,556.0,1.4,1,3.0,Graduate,No,Rural,Married,0.269,0
25,54382.0,234443.0,12,569.0,5.1,1,,Graduate,No,Rural,Single,3.0,0
43,50157.0,150828.0,120,747.0,1.6,2,0.0,Graduate,Yes,Urban,Married,0.301,0
29,41937.0,320922.0,36,631.0,3.5,3,1.0,Graduate,No,Urban,Married,2.551,0
55,33753.0,48903.0,240,572.0,7.7,0,2.0,Graduate,No,Urban,Married,0.072,0
40,72863.0,75268.0,120,675.0,10.7,1,3.0,Not Graduate,No,Urban,Married,0.103,1
55,84432.0,199117.0,24,593.0,9.1,0,1.0,Graduate,No,Rural,Married,1.179,0
38,87620.0,250345.0,240,664.0,4.4,1,1.0,Graduate,No,Semiurban,Married,0.143,1
37,44416.0,133936.0,84,613.0,1.4,1,3.0,Graduate,No,Rural,Single,0.431,0
44,73782.0,69150.0,240,621.0,5.4,1,4.0,Not Graduate,No,Rural,Married,0.047,0
23,60199.0,290879.0,240,750.0,6.2,1,2.0,Graduate,Yes,Semiurban,Single,0.242,1
52,42445.0,86610.0,120,428.0,0.1,2,3.0,Not Graduate,No,Rural,Married,0.204,0
55,71153.0,177124.0,24,700.0,2.9,0,1.0,Graduate,Yes,Urban,Single,1.245,0
58,41435.0,255132.0,240,735.0,9.3,1,2.0,Not Graduate,No,Urban,Married,0.308,0
33,46724.0,114672.0,120,594.0,3.4,1,2.0,Graduate,No,Rural,Single,0.245,0
45,24712.0,100230.0,120,734.0,1.9,3,2.0,Graduate,No,Urban,Married,0.406,1
29,44787.0,105705.0,240,564.0,10.3,1,0.0,Graduate,No,Urban,Married,0.118,1
24,60585.0,222124.0,12,591.0,0.8,2,1.0,Graduate,No,Rural,Married,3.0,0
34,89517.0,234812.0,24,580.0,1.2,0,1.0,Graduate,No,Semiurban,Single,1.312,0
57,47223.0,152698.0,360,736.0,5.8,1,0.0,Graduate,No,Semiurban,Single,0.108,0
54,32160.0,300647.0,240,493.0,2.2,1,0.0,Graduate,Yes,Semiurban,Married,0.467,0
31,87942.0,152557.0,180,798.0,6.2,1,2.0,Graduate,Yes,Urban,Married,0.116,1
23,43900.0,253387.0,180,623.0,0.9,0,1.0,Graduate,Yes,Rural,Single,0.385,0
48,16536.0,115440.0,84,705.0,1.5,0,0.0,Graduate,Yes,Urban,Single,0.997,0
49,57928.0,336701.0,24,698.0,0.9,1,3.0,Not Graduate,No,Semiurban,Married,2.906,0
29,47855.0,275611.0,120,664.0,15.3,1,3.0,Not Graduate,No,Rural,Single,0.576,0
23,105609.0,139762.0,36,596.0,2.6,2,1.0,Graduate,No,Semiurban,Married,0.441,1
45,65458.0,264763.0,60,762.0,2.1,1,0.0,Graduate,No,Rural,Married,0.809,1
54,51780.0,260718.0,24,604.0,0.1,1,4.0,Graduate,Yes,Rural,Married,2.518,0
32,34661.0,274243.0,24,584.0,0.8,0,3.0,Graduate,No,Rural,Single,3.0,0
29,62264.0,20000.0,240,729.0,2.7,1,0.0,Graduate,No,Urban,Married,0.016,1
35,87048.0,207548.0,240,663.0,0.4,0,0.0,Graduate,No,Semiurban,Married,0.119,1
45,61860.0,193384.0,120,772.0,3.6,2,1.0,Graduate,No,Rural,Married,0.313,1
25,36357.0,187686.0,84,644.0,3.0,1,2.0,Not Graduate,No,Semiurban,Married,0.737,0
31,66854.0,167468.0,240,591.0,7.3,1,0.0,Graduate,No,Semiurban,Married,0.125,0
54,53931.0,169825.0,60,675.0,5.4,0,1.0,Graduate,No,Semiurban,Married,0.63,0
44,64869.0,252651.0,60,610.0,3.0,1,1.0,Graduate,No,Urban,Single,0.779,0
35,47194.0,193158.0,84,594.0,1.3,3,3.0,Graduate,No,Urban,Married,0.585,1
58,46678.0,167353.0,12,725.0,6.5,0,1.0,Graduate,Yes,Rural,Married,3.0,0
28,45809.0,241150.0,12,815.0,6.2,0,1.0,Graduate,No,Semiurban,Single,3.0,0
25,75729.0,183442.0,24,628.0,0.8,3,4.0,Not Graduate,No,Urban,Single,1.211,0
46,46899.0,191085.0,240,562.0,12.3,3,0.0,Graduate,No,Rural,Married,0.204,0
38,44886.0,299363.0,180,636.0,0.3,2,0.0,Not Graduate,No,Semiurban,Married,0.445,0
26,34275.0,115242.0,360,696.0,0.3,1,2.0,Graduate,No,Rural,Single,0.112,1
57,64988.0,28743.0,84,673.0,,0,0.0,Graduate,No,Urban,Married,0.063,1
33,61857.0,155789.0,24,757.0,12.0,1,3.0,Not Graduate,No,Rural,Married,1.259,0
48,45127.0,167163.0,180,710.0,3.7,0,0.0,Graduate,No,Semiurban,Married,0.247,1
25,39394.0,207722.0,240,551.0,7.8,0,0.0,Graduate,No,Semiurban,Single,0.264,0
33,96276.0,158585.0,180,606.0,1.3,0,3.0,Not Graduate,No,Urban,Married,0.11,0
37,15000.0,210410.0,180,526.0,,1,1.0,Graduate,No,Urban,Single,0.935,0
52,65850.0,350369.0,84,753.0,2.2,0,2.0,Graduate,No,Urban,Married,0.76,0
49,83411.0,214121.0,24,471.0,8.8,0,0.0,Not Graduate,No,Rural,Single,1.284,0
23,15000.0,228185.0,120,535.0,0.1,0,0.0,Graduate,No,Urban,Married,1.521,0
54,72471.0,139637.0,60,604.0,1.4,1,3.0,Graduate,Yes,Semiurban,Married,0.385,1
47,50154.0,39179.0,24,701.0,0.8,3,1.0,Not Graduate,No,Urban,Married,0.391,0
33,60633.0,20000.0,360,603.0,9.8,0,1.0,Graduate,No,Urban,Married,0.011,1
53,47889.0,108506.0,180,617.0,3.2,0,0.0,Graduate,No,Urban,Married,0.151,1
26,78659.0,20000.0,120,619.0,2.6,0,1.0,Not Graduate,No,Rural,Single,0.025,0
44,62989.0,191084.0,84,666.0,3.0,1,,Graduate,No,Rural,Single,0.433,0
39,57898.0,119375.0,36,540.0,17.9,0,3.0,Graduate,No,Rural,Married,0.687,1
36,35225.0,44930.0,60,565.0,9.5,2,2.0,Not Graduate,No,Rural,Married,0.255,0
48,96410.0,160470.0,36,801.0,6.1,0,2.0,Graduate,Yes,Urban,Married,0.555,1
53,55218.0,90909.0,240,686.0,1.7,0,,Graduate,No,Rural,Single,0.082,1
33,105376.0,186062.0,36,718.0,0.9,4,1.0,Graduate,No,Semiurban,Married,0.589,0
45,97407.0,206610.0,180,655.0,12.7,0,2.0,Graduate,No,Rural,Single,0.141,1
56,15876.0,93853.0,180,637.0,2.8,1,0.0,Not Graduate,No,Urban,Married,0.394,0
47,40591.0,131018.0,180,691.0,1.6,2,0.0,Graduate,No,Rural,Married,0.215,1
58,32187.0,167192.0,180,715.0,3.2,1,,Graduate,No,Urban,Married,0.346,0
27,53939.0,37437.0,24,726.0,12.5,1,0.0,Graduate,Yes,Urban,Married,0.347,1
25,59118.0,167185.0,36,639.0,2.4,1,0.0,Not Graduate,No,Urban,Single,0.943,0
51,60058.0,35519.0,360,736.0,4.1,2,1.0,Graduate,,Urban,Single,0.02,1
43,78191.0,195257.0,36,428.0,8.1,3,2.0,Not Graduate,No,Semiurban,Single,0.832,0
30,87859.0,115187.0,24,730.0,2.8,1,1.0,Graduate,No,Rural,Single,0.656,0
52,76285.0,35077.0,360,612.0,1.3,0,1.0,Not Graduate,No,Rural,Married,0.015,0
50,42659.0,103602.0,360,700.0,26.0,0,4.0,Graduate,No,Urban,Married,0.081,1
59,37795.0,106986.0,60,592.0,15.7,2,2.0,Graduate,No,Urban,Single,0.566,0
51,55061.0,235482.0,360,531.0,9.3,1,3.0,Not Graduate,No,Semiurban,Single,0.143,0
38,64375.0,163864.0,36,681.0,5.8,2,0.0,Graduate,No,Rural,Single,0.848,0
56,50970.0,73498.0,180,515.0,1.7,1,0.0,Graduate,No,Urban,Married,0.096,1
22,25399.0,281925.0,180,614.0,12.2,3,1.0,Not Graduate,No,Semiurban,Married,0.74,0
34,70005.0,200119.0,240,577.0,1.6,0,0.0,Graduate,No,Urban,Married,0.143,0
33,46369.0,123094.0,60,634.0,8.1,0,0.0,Graduate,No,Semiurban,Single,0.531,0
49,45705.0,25693.0,36,722.0,12.5,1,0.0,Graduate,No,Urban,Single,0.187,1
32,53799.0,116033.0,36,606.0,4.6,1,1.0,Not Graduate,Yes,Urban,Married,0.719,0
